1;0.014;-50;-2.353;5.963;149.753;0.907;-1.452;-1.09;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.028;-50;-2.338;5.951;149.741;0.92;-1.419;-1.051;0;0;0;-201.186;12.699;0.779;0;0;0;-162.959;-43.698;-75.066;
1;0.041;-50;-2.327;5.942;149.742;0.935;-1.417;-1.028;0;0;0;-201.186;12.699;0.779;0;0;0;-162.959;-43.698;-75.066;
1;0.056;-50;-2.323;5.927;149.751;0.947;-1.391;-0.989;0;0;0;-201.186;12.699;0.779;0;0;0;-162.959;-43.697;-75.066;
1;0.071;-50;-2.32;5.909;149.759;0.963;-1.414;-0.961;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.085;-50;-2.313;5.896;149.756;0.919;-1.467;-0.937;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.098;-50;-2.307;5.879;149.749;0.9;-1.402;-0.914;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.111;-50;-2.301;5.863;149.742;0.851;-1.427;-0.92;0;0;0;-201.186;12.699;0.779;0;0;0;-162.959;-43.697;-75.065;
1;0.126;-50;-2.29;5.842;149.75;0.863;-1.429;-0.934;0;0;0;-201.186;12.699;0.779;0;0;0;-162.959;-43.697;-75.066;
1;0.14;-50;-2.282;5.813;149.76;0.924;-1.412;-0.939;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.153;-50;-2.273;5.794;149.764;1.01;-1.454;-0.965;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.698;-75.067;
1;0.167;-50;-2.266;5.784;149.758;1.029;-1.483;-0.951;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.181;-50;-2.258;5.777;149.752;1.014;-1.502;-0.92;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.195;-50;-2.254;5.771;149.745;0.992;-1.532;-0.913;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.209;-50;-2.253;5.76;149.743;1.011;-1.531;-0.889;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.225;-50;-2.254;5.749;149.741;1.021;-1.547;-0.836;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.237;-50;-2.254;5.742;149.736;1.028;-1.562;-0.786;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.251;-50;-2.25;5.731;149.723;1.049;-1.586;-0.759;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.265;-50;-2.242;5.717;149.703;1.041;-1.598;-0.736;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.279;-50;-2.236;5.708;149.689;1.083;-1.576;-0.708;0;0;0;-201.186;12.699;0.779;0;0;0;-162.959;-43.697;-75.066;
1;0.293;-50;-2.228;5.694;149.674;1.105;-1.612;-0.692;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.307;-50;-2.218;5.685;149.648;1.129;-1.625;-0.681;0;0;0;-201.186;12.699;0.779;0;0;0;-162.959;-43.698;-75.066;
1;0.32;-50;-2.204;5.688;149.609;1.151;-1.66;-0.677;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.698;-75.067;
1;0.334;-50;-2.181;5.694;149.558;1.203;-1.715;-0.649;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.698;-75.066;
1;0.348;-50;-2.105;5.744;149.427;1.322;-1.672;-0.566;0;0;0;-201.186;12.699;0.779;0;0;0;-162.959;-43.698;-75.066;
1;0.362;-50;-2.045;5.775;149.375;1.441;-1.702;-0.486;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.377;-50;-1.96;5.82;149.29;1.568;-1.707;-0.343;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.391;-50;-1.869;5.874;149.218;1.675;-1.778;-0.174;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.405;-50;-1.739;5.94;149.168;1.759;-1.935;0.018;0;0;0;-201.186;12.699;0.779;0;0;0;-162.959;-43.697;-75.065;
1;0.419;-50;-1.599;6.028;149.121;1.834;-2.124;0.204;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.432;-50;-1.431;6.116;149.051;1.948;-2.242;0.396;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.447;-50;-1.222;6.243;149.008;2.023;-2.423;0.636;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.459;-50;-1.002;6.391;148.94;2.078;-2.459;0.876;0;0;0;-201.186;12.699;0.779;0;0;0;-162.958;-43.697;-75.066;
1;0.473;-50;-0.752;6.562;148.94;2.122;-2.6;1.172;0;0;0;-201.186;12.699;0.779;0;0;0;-162.959;-43.698;-75.065;
