1;0.014;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-57.539;42.772;151.662;
1;0.028;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-57.498;42.809;151.657;
1;0.042;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-57.475;42.855;151.672;
1;0.056;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-57.438;42.897;151.661;
1;0.07;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-57.398;42.938;151.651;
1;0.084;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-57.364;42.975;151.647;
1;0.098;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-57.335;43.024;151.639;
1;0.111;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-57.31;43.069;151.649;
1;0.125;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-57.272;43.127;151.637;
1;0.139;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-57.242;43.189;151.638;
1;0.153;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-57.2;43.24;151.63;
1;0.167;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-57.168;43.289;151.631;
1;0.181;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-57.135;43.349;151.639;
1;0.195;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-57.108;43.415;151.632;
1;0.209;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-57.084;43.481;151.634;
1;0.223;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-57.049;43.544;151.639;
1;0.237;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-57.007;43.609;151.628;
1;0.251;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-56.98;43.676;151.631;
1;0.265;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-56.952;43.749;151.635;
1;0.278;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-56.92;43.809;151.649;
1;0.293;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-56.886;43.879;151.646;
1;0.307;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-56.855;43.944;151.659;
1;0.32;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-56.835;44.016;151.664;
1;0.335;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-56.798;44.09;151.664;
1;0.348;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-56.764;44.157;151.666;
1;0.362;1;1;3;Door 2;6;Door 1;5;Door 2;5;Door 1;5;-56.722;44.229;151.663;
