1;0.014;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.968;-1.487;166.047;
1;0.028;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.961;-1.51;166.053;
1;0.042;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.952;-1.532;166.058;
1;0.056;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.944;-1.552;166.061;
1;0.069;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.939;-1.57;166.061;
1;0.084;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.927;-1.589;166.064;
1;0.097;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.911;-1.608;166.068;
1;0.111;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.896;-1.627;166.072;
1;0.125;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.882;-1.648;166.076;
1;0.139;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.868;-1.668;166.071;
1;0.153;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.849;-1.69;166.061;
1;0.167;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.829;-1.708;166.052;
1;0.181;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.805;-1.73;166.047;
1;0.195;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.785;-1.753;166.047;
1;0.209;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.766;-1.776;166.046;
1;0.223;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.717;-1.801;166.026;
1;0.236;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.708;-1.829;166.044;
1;0.251;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.66;-1.879;166.037;
1;0.264;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.615;-1.928;166.039;
1;0.278;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.578;-2.001;166.032;
1;0.292;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.515;-2.081;166.029;
1;0.306;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.505;-2.177;166.081;
1;0.32;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.448;-2.29;166.083;
1;0.334;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.401;-2.412;166.085;
1;0.348;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.352;-2.532;166.082;
1;0.362;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.306;-2.652;166.037;
1;0.376;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.25;-2.776;166.01;
1;0.39;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.205;-2.897;165.965;
1;0.404;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.166;-3.032;165.953;
1;0.417;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.117;-3.17;165.932;
1;0.432;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.076;-3.296;165.918;
1;0.445;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-17.027;-3.439;165.877;
1;0.459;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-16.959;-3.583;165.827;
1;0.473;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-16.861;-3.732;165.752;
1;0.487;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-16.772;-3.88;165.709;
1;0.501;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-16.7;-4.013;165.645;
1;0.515;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-16.607;-4.163;165.575;
1;0.529;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-16.498;-4.314;165.503;
1;0.543;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-16.402;-4.43;165.43;
1;0.557;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-16.288;-4.597;165.402;
1;0.571;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-16.182;-4.716;165.399;
1;0.585;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-16.043;-4.861;165.345;
1;0.599;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-15.926;-4.964;165.304;
1;0.613;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-15.775;-5.065;165.226;
1;0.626;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-15.63;-5.16;165.196;
1;0.64;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-15.475;-5.249;165.151;
1;0.654;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-15.347;-5.328;165.102;
1;0.668;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-15.185;-5.412;165.03;
1;0.682;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-15.027;-5.486;164.985;
1;0.696;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-14.874;-5.56;164.933;
1;0.71;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-14.713;-5.619;164.873;
1;0.724;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-14.546;-5.695;164.81;
1;0.738;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-14.388;-5.768;164.768;
1;0.752;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-14.229;-5.848;164.703;
1;0.766;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-14.078;-5.923;164.625;
1;0.779;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-13.943;-5.979;164.544;
1;0.794;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-13.803;-6.024;164.459;
1;0.808;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-13.68;-6.057;164.427;
1;0.821;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-13.538;-6.101;164.381;
1;0.835;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-13.38;-6.152;164.305;
1;0.849;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-13.215;-6.206;164.242;
1;0.863;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-13.071;-6.242;164.218;
1;0.877;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-12.911;-6.292;164.163;
1;0.892;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-12.76;-6.337;164.114;
1;0.905;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-12.624;-6.385;164.114;
1;0.919;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-12.477;-6.422;164.088;
1;0.933;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-12.324;-6.449;164.04;
1;0.947;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-12.182;-6.474;164.028;
1;0.961;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-12.043;-6.53;163.996;
1;0.974;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-11.913;-6.571;163.956;
1;0.988;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-11.818;-6.604;163.905;
1;1.002;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-11.746;-6.638;163.878;
1;1.016;1;1;1;Door 2;10;Door 1;8;None;5;None;5;-11.692;-6.654;163.882;
