1;0.014;1;2;4;Door 1;5;None;5;None;5;None;5;-2.929;28.16;162.925;
1;0.028;1;2;4;Door 1;5;None;5;None;5;None;5;-2.932;28.101;162.952;
1;0.042;1;2;4;Door 1;5;None;5;None;5;None;5;-2.925;28.059;162.968;
1;0.056;1;2;4;Door 1;5;None;5;None;5;None;5;-2.903;28.011;162.968;
1;0.069;1;2;4;Door 1;5;None;5;None;5;None;5;-2.893;27.97;162.977;
1;0.083;1;2;4;Door 1;5;None;5;None;5;None;5;-2.912;27.944;162.973;
1;0.097;1;2;4;Door 1;5;None;5;None;5;None;5;-2.911;27.896;162.947;
1;0.112;1;2;4;Door 1;5;None;5;None;5;None;5;-2.924;27.859;162.942;
1;0.125;1;2;4;Door 1;5;None;5;None;5;None;5;-2.938;27.833;162.95;
1;0.139;1;2;4;Door 1;5;None;5;None;5;None;5;-2.951;27.798;162.957;
1;0.153;1;2;4;Door 1;5;None;5;None;5;None;5;-2.958;27.769;162.969;
1;0.167;1;2;4;Door 1;5;None;5;None;5;None;5;-2.952;27.749;162.97;
1;0.182;1;2;4;Door 1;5;None;5;None;5;None;5;-2.944;27.733;162.978;
1;0.195;1;2;4;Door 1;5;None;5;None;5;None;5;-2.966;27.707;162.984;
1;0.209;1;2;4;Door 1;5;None;5;None;5;None;5;-2.958;27.674;162.961;
1;0.223;1;2;4;Door 1;5;None;5;None;5;None;5;-2.983;27.647;162.967;
1;0.237;1;2;4;Door 1;5;None;5;None;5;None;5;-2.996;27.618;162.959;
1;0.25;1;2;4;Door 1;5;None;5;None;5;None;5;-3.007;27.584;162.943;
1;0.264;1;2;4;Door 1;5;None;5;None;5;None;5;-3.012;27.548;162.948;
1;0.278;1;2;4;Door 1;5;None;5;None;5;None;5;-3.014;27.51;162.935;
1;0.292;1;2;4;Door 1;5;None;5;None;5;None;5;-3.056;27.454;162.977;
1;0.306;1;2;4;Door 1;5;None;5;None;5;None;5;-3.054;27.384;163.001;
1;0.32;1;2;4;Door 1;5;None;5;None;5;None;5;-3.072;27.307;163.014;
1;0.334;1;2;4;Door 1;5;None;5;None;5;None;5;-3.086;27.21;163.033;
1;0.348;1;2;4;Door 1;5;None;5;None;5;None;5;-3.109;27.114;163.075;
1;0.362;1;2;4;Door 1;5;None;5;None;5;None;5;-3.149;27.013;163.114;
1;0.376;1;2;4;Door 1;5;None;5;None;5;None;5;-3.151;26.86;163.154;
1;0.39;1;2;4;Door 1;5;None;5;None;5;None;5;-3.184;26.715;163.188;
1;0.404;1;2;4;Door 1;5;None;5;None;5;None;5;-3.228;26.536;163.262;
1;0.418;1;2;4;Door 1;5;None;5;None;5;None;5;-3.248;26.338;163.278;
1;0.432;1;2;4;Door 1;5;None;5;None;5;None;5;-3.243;26.1;163.31;
1;0.446;1;2;4;Door 1;5;None;5;None;5;None;5;-3.277;25.867;163.35;
1;0.459;1;2;4;Door 1;5;None;5;None;5;None;5;-3.298;25.612;163.373;
1;0.473;1;2;4;Door 1;5;None;5;None;5;None;5;-3.319;25.319;163.408;
1;0.487;1;2;4;Door 1;5;None;5;None;5;None;5;-3.328;25.014;163.423;
1;0.501;1;2;4;Door 1;5;None;5;None;5;None;5;-3.346;24.678;163.422;
1;0.515;1;2;4;Door 1;5;None;5;None;5;None;5;-3.379;24.312;163.436;
1;0.529;1;2;4;Door 1;5;None;5;None;5;None;5;-3.39;23.951;163.421;
1;0.543;1;2;4;Door 1;5;None;5;None;5;None;5;-3.405;23.562;163.422;
1;0.557;1;2;4;Door 1;5;None;5;None;5;None;5;-3.42;23.147;163.417;
1;0.571;1;2;4;Door 1;5;None;5;None;5;None;5;-3.438;22.713;163.411;
1;0.585;1;2;4;Door 1;5;None;5;None;5;None;5;-3.456;22.266;163.384;
1;0.599;1;2;4;Door 1;5;None;5;None;5;None;5;-3.478;21.819;163.343;
1;0.613;1;2;4;Door 1;5;None;5;None;5;None;5;-3.509;21.364;163.303;
1;0.626;1;2;4;Door 1;5;None;5;None;5;None;5;-3.517;20.903;163.21;
1;0.642;1;2;4;Door 1;5;None;5;None;5;None;5;-3.569;20.449;163.165;
1;0.655;1;2;4;Door 1;5;None;5;None;5;None;5;-3.597;20.005;163.043;
1;0.668;1;2;4;Door 1;5;None;5;None;5;None;5;-3.645;19.555;162.941;
1;0.682;1;2;4;Door 1;5;None;5;None;5;None;5;-3.687;19.098;162.845;
1;0.696;1;2;4;Door 1;5;None;5;None;5;None;5;-3.739;18.65;162.732;
1;0.71;1;2;4;Door 1;5;None;5;None;5;None;5;-3.804;18.205;162.607;
1;0.724;1;2;4;Door 1;5;None;5;None;5;None;5;-3.868;17.753;162.461;
1;0.738;1;2;4;Door 1;5;None;5;None;5;None;5;-3.932;17.324;162.344;
1;0.752;1;2;4;Door 1;5;None;5;None;5;None;5;-4.003;16.898;162.264;
1;0.766;1;2;4;Door 1;5;None;5;None;5;None;5;-4.062;16.47;162.215;
1;0.78;1;2;4;Door 1;5;None;5;None;5;None;5;-4.133;16.057;162.159;
1;0.793;1;2;4;Door 1;5;None;5;None;5;None;5;-4.213;15.644;162.107;
1;0.807;1;2;4;Door 1;5;None;5;None;5;None;5;-4.307;15.221;162.032;
1;0.821;1;2;4;Door 1;5;None;5;None;5;None;5;-4.425;14.828;161.963;
1;0.835;1;2;4;Door 1;5;None;5;None;5;None;5;-4.544;14.432;161.935;
1;0.849;1;2;4;Door 1;5;None;5;None;5;None;5;-4.652;14.043;161.968;
1;0.863;1;2;4;Door 1;5;None;5;None;5;None;5;-4.722;13.644;161.957;
1;0.877;1;2;4;Door 1;5;None;5;None;5;None;5;-4.818;13.253;161.976;
1;0.891;1;2;4;Door 1;5;None;5;None;5;None;5;-4.916;12.867;161.96;
1;0.905;1;2;4;Door 1;5;None;5;None;5;None;5;-5.009;12.458;161.938;
1;0.919;1;2;4;Door 1;5;None;5;None;5;None;5;-5.113;12.093;161.938;
1;0.933;1;2;4;Door 1;5;None;5;None;5;None;5;-5.195;11.735;161.95;
1;0.946;1;2;4;Door 1;5;None;5;None;5;None;5;-5.241;11.347;161.912;
1;0.961;1;2;4;Door 1;5;None;5;None;5;None;5;-5.313;10.987;161.914;
1;0.975;1;2;4;Door 1;5;None;5;None;5;None;5;-5.377;10.615;161.903;
1;0.988;1;2;4;Door 1;5;None;5;None;5;None;5;-5.437;10.247;161.867;
1;1.002;1;2;4;Door 1;5;None;5;None;5;None;5;-5.499;9.888;161.841;
1;1.016;1;2;4;Door 1;5;None;5;None;5;None;5;-5.535;9.527;161.823;
1;1.03;1;2;4;Door 1;5;None;5;None;5;None;5;-5.568;9.172;161.786;
1;1.044;1;2;4;Door 1;5;None;5;None;5;None;5;-5.596;8.821;161.753;
1;1.058;1;2;4;Door 1;5;None;5;None;5;None;5;-5.618;8.486;161.713;
1;1.072;1;2;4;Door 1;5;None;5;None;5;None;5;-5.642;8.174;161.698;
1;1.086;1;2;4;Door 1;5;None;5;None;5;None;5;-5.651;7.868;161.635;
1;1.1;1;2;4;Door 1;5;None;5;None;5;None;5;-5.667;7.6;161.608;
1;1.114;1;2;4;Door 1;5;None;5;None;5;None;5;-5.657;7.348;161.554;
1;1.128;1;2;4;Door 1;5;None;5;None;5;None;5;-5.64;7.133;161.511;
1;1.142;1;2;4;Door 1;5;None;5;None;5;None;5;-5.604;6.926;161.491;
1;1.157;1;2;4;Door 1;5;None;5;None;5;None;5;-5.55;6.745;161.461;
1;1.169;1;2;4;Door 1;5;None;5;None;5;None;5;-5.487;6.586;161.422;
1;1.183;1;2;4;Door 1;5;None;5;None;5;None;5;-5.417;6.466;161.389;
1;1.197;1;2;4;Door 1;5;None;5;None;5;None;5;-5.324;6.355;161.345;
1;1.211;1;2;4;Door 1;5;None;5;None;5;None;5;-5.208;6.295;161.308;
1;1.225;1;2;4;Door 1;5;None;5;None;5;None;5;-5.066;6.263;161.259;
1;1.239;1;2;4;Door 1;5;None;5;None;5;None;5;-4.941;6.239;161.212;
1;1.253;1;2;4;Door 1;5;None;5;None;5;None;5;-4.806;6.28;161.168;
1;1.267;1;2;4;Door 1;5;None;5;None;5;None;5;-4.655;6.348;161.116;
1;1.281;1;2;4;Door 1;5;None;5;None;5;None;5;-4.503;6.43;161.056;
1;1.295;1;2;4;Door 1;5;None;5;None;5;None;5;-4.353;6.551;161.028;
1;1.309;1;2;4;Door 1;5;None;5;None;5;None;5;-4.182;6.675;160.979;
1;1.323;1;2;4;Door 1;5;None;5;None;5;None;5;-4.017;6.838;160.946;
1;1.337;1;2;4;Door 1;5;None;5;None;5;None;5;-3.858;7.022;160.915;
1;1.35;1;2;4;Door 1;5;None;5;None;5;None;5;-3.698;7.228;160.881;
1;1.364;1;2;4;Door 1;5;None;5;None;5;None;5;-3.537;7.462;160.858;
1;1.378;1;2;4;Door 1;5;None;5;None;5;None;5;-3.365;7.7;160.836;
1;1.392;1;2;4;Door 1;5;None;5;None;5;None;5;-3.207;7.964;160.844;
1;1.406;1;2;4;Door 1;5;None;5;None;5;None;5;-3.037;8.258;160.853;
1;1.42;1;2;4;Door 1;5;None;5;None;5;None;5;-2.878;8.553;160.857;
1;1.434;1;2;4;Door 1;5;None;5;None;5;None;5;-2.713;8.855;160.855;
1;1.448;1;2;4;Door 1;5;None;5;None;5;None;5;-2.569;9.198;160.849;
1;1.462;1;2;4;Door 1;5;None;5;None;5;None;5;-2.429;9.52;160.824;
1;1.476;1;2;4;Door 1;5;None;5;None;5;None;5;-2.318;9.885;160.8;
