using_method,level,batch,trial_index,first_gen_time,has_collision,second_gen_time,final_path_length,total_time,reached
slm,1,2,1132,0.3973438000002716,False,0.0,1062.4999999999968,0.41146200000002864,True
slm,1,2,1133,0.3662990000002537,False,0.0,1077.0000000000002,0.3804869000000508,True
slm,1,2,1134,0.3861689000000297,False,0.0,1017.0000000000008,0.4036461999999119,True
slm,1,2,1135,0.3964515000002393,False,0.0,1013.4999999999991,0.4097826000001987,True
slm,1,2,1136,0.38780069999984335,False,0.0,1029.0000000000016,0.40155200000026525,True
slm,1,2,1137,0.4195238999996036,False,0.0,1060.4999999999982,0.4335886999997456,True
slm,1,2,1138,0.39895739999974467,False,0.0,1081.9999999999998,0.4161080000003494,True
slm,1,2,1139,0.3930123999998614,False,0.0,1111.2499999999998,0.4074909999999363,True
slm,1,2,1140,0.4218737000001056,False,0.0,1054.7499999999989,0.4443535000000338,True
slm,1,2,1141,0.39088089999995645,False,0.0,1118.4999999999986,0.40965649999998277,True
slm,2,2,1142,0.4928904000003058,True,0.11149870000008377,1091.4615142151195,0.6190228999998908,True
slm,2,2,1143,0.49706570000034844,True,0.10874890000013693,1124.5196710874543,0.6247610999998869,True
slm,1,2,1144,0.3437024999998357,True,0.09176710000019739,281.07174085870514,0.44520399999964866,True
slm,1,2,1145,0.3731918999997106,True,0.10454239999990023,292.1577804029473,0.4877188999998907,True
slm,2,2,1146,0.4749056999999084,True,0.11131280000017796,1115.7921223063777,0.6011736999998902,True
slm,2,2,1147,0.5404242999998132,True,0.11386780000020735,1105.3348322641448,0.6758629000000838,True
slm,1,2,1148,0.3908278999997492,False,0.0,1170.5000000000005,0.40622499999972206,True
slm,1,2,1149,0.34968560000015714,False,0.0,1089.2500000000011,0.3668421999996099,True
slm,2,2,1150,0.4894844999998895,True,0.13241670000024897,1119.954732556538,0.6371014999999716,True
slm,1,2,1151,0.4133457000002636,False,0.0,1115.7500000000014,0.440661000000091,True
slm,1,2,1152,0.38997810000000754,False,0.0,1132.500000000001,0.41489610000007815,True
slm,2,2,1153,0.522331099999974,True,0.11878470000010566,1140.2158128553403,0.6571036999998796,True
slm,2,2,1154,0.5206336000001102,True,0.11354350000010527,1143.7918262016065,0.6494436000002679,True
slm,1,2,1155,0.3619948000000477,False,0.0,1127.2500000000014,0.3921384999998736,True
slm,1,2,1156,0.42827459999989514,False,0.0,1146.7500000000007,0.445918200000051,True
slm,1,2,1157,0.3943829999998343,False,0.0,1149.5000000000005,0.4094731000000138,True
slm,1,2,1158,0.40791870000020936,False,0.0,1045.0000000000005,0.4278153000000202,True
slm,1,2,1159,0.4150967999999011,False,0.0,1114.000000000002,0.4392504000002191,True
slm,1,2,1160,0.40936229999988427,False,0.0,1112.749999999999,0.42542530000037004,True
