using_method,level,batch,trial_index,first_gen_time,has_collision,second_gen_time,final_path_length,total_time,reached
rvo,0,9,321,0.05890009999711765,True,0.027875899999344256,692.7643570804373,0.14723529999901075,True
rvo,0,9,322,0.0784637999968254,True,0.03606460000446532,692.7687650150432,0.19902949999959674,True
rvo,0,9,323,0.07753049999882933,True,0.036300899999332614,693.1345788279481,0.19609240000136197,True
rvo,0,9,324,0.07920999999623746,True,0.04053919999569189,692.77083469105,0.20164849999855505,True
rvo,0,9,325,0.10008929999457905,True,0.04587580000224989,692.7645595829307,0.2441508000047179,True
rvo,0,9,326,0.09496429999853717,True,0.04703769999468932,711.1037808565967,0.24689999999827705,True
rvo,0,9,327,0.085889900001348,True,0.03770210000220686,744.519465916868,0.2181812999988324,True
rvo,0,9,328,0.09536069999739993,True,0.04577269999572309,727.0935895858156,0.25069169999915175,True
rvo,0,9,329,0.09536069999739993,True,0.04577269999572309,727.0935895858156,2.8338116000013542,False
rvo,0,9,330,0.08125739999377402,True,0.03770869999425486,692.7643570804373,0.2026789000010467,True
rvo,0,9,331,0.09895449999748962,True,0.04462179999973159,692.7720077067357,0.2443122000040603,True
rvo,0,9,332,0.09884380000585224,True,0.044505400001071393,691.9023189009118,0.24505539999518078,True
rvo,0,9,333,0.09959440000238828,True,0.04506149999360787,692.7720077067357,0.24678149999817833,True
rvo,0,9,334,0.11598139999841806,True,0.05374819999997271,692.7642430818333,0.29012950000469573,True
rvo,0,9,335,0.115954499997315,True,0.05551520000153687,696.1033849725894,0.2888444999989588,True
rvo,0,9,336,0.28941820000181906,True,0.066712899999402,710.1341742073818,0.47271700000419514,True
rvo,0,9,337,0.12260409999726107,True,0.053097199997864664,739.3445102488969,0.3103856000016094,True
rvo,0,9,338,0.12260409999726107,True,0.053097199997864664,739.3445102488969,3.5950709999960964,False
rvo,0,9,339,0.0903658000024734,True,0.03759459999855608,696.3532620833652,0.20914739999716403,True
rvo,0,9,340,0.09861590000218712,True,0.04337859999941429,695.7161733168443,0.24049720000039088,True
rvo,0,9,341,0.10466750000341563,True,0.04593800000293413,696.8127740349812,0.25415540000540204,True
rvo,0,9,342,0.10954679999849759,True,0.04899029999796767,692.8822090285579,0.2575496999997995,True
rvo,0,9,343,0.13042119999590795,True,0.05355579999741167,695.8148951519727,0.29813350000040373,True
rvo,0,9,344,0.1221337000024505,True,0.05665410000074189,697.2353773688484,0.300152200004959,True
rvo,0,9,345,0.12978869999642484,True,0.05085749999852851,714.6909239869499,0.29467180000210647,True
rvo,0,9,346,0.12978869999642484,True,0.05085749999852851,714.6909239869499,3.4884550999995554,False
rvo,0,9,347,0.12978869999642484,True,0.05085749999852851,714.6909239869499,3.5334775999945123,False
rvo,0,9,348,0.062174999999115244,False,0.0,719.4820047216704,0.1381178999945405,True
rvo,0,9,349,0.08077500000217697,False,0.0,726.23968085892,0.16859549999935552,True
rvo,0,9,350,0.0777412000024924,True,0.037046399993414525,743.9217567056943,0.21057850000215694,True
rvo,0,9,351,0.08017850000032922,False,0.0,726.2807044116239,0.1772287999992841,True
rvo,0,9,352,0.09398490000603488,True,0.04681390000041574,744.4431533165073,0.24970150000444846,True
rvo,0,9,353,0.24772749999829102,True,0.04681390000041574,744.4431533165073,3.3106646000014734,False
rvo,0,9,354,0.09067209999921033,True,0.04069819999858737,738.0505678195096,0.2311718999990262,True
rvo,0,9,355,0.1363664999953471,True,0.04069819999858737,738.0505678195096,2.701930099996389,False
rvo,0,9,356,0.1363664999953471,True,0.04069819999858737,738.0505678195096,2.7840697999999975,False
rvo,0,9,357,0.09295079999719746,True,0.03961449999769684,762.5306864962918,0.24086240000178805,True
rvo,0,9,358,0.10314970000035828,True,0.047292000002926216,756.0563231727074,0.2674120000010589,True
rvo,0,9,359,0.16542369999660878,True,0.053841699998883996,820.2162631100803,0.3399905999976909,True
rvo,0,9,360,0.1136633999994956,True,0.04836039999645436,769.7708167174219,0.30374789999768836,True
rvo,0,9,361,0.1136633999994956,True,0.04836039999645436,769.7708167174219,3.5527293999984977,False
rvo,0,9,362,0.1136633999994956,True,0.04836039999645436,769.7708167174219,3.5579017999989446,False
rvo,0,9,363,0.12529199999698903,True,0.05109620000439463,742.6979461597946,0.3163487999991048,True
rvo,0,9,364,0.12529199999698903,True,0.05109620000439463,742.6979461597946,3.4319662999987486,False
rvo,0,9,365,0.12529199999698903,True,0.05109620000439463,742.6979461597946,3.4790506999997888,False
rvo,0,9,366,0.12529199999698903,True,0.05109620000439463,742.6979461597946,2.3300663999980316,False
rvo,0,9,367,0.12529199999698903,True,0.05109620000439463,742.6979461597946,2.8182085000007646,False
rvo,0,9,368,0.12529199999698903,True,0.05109620000439463,742.6979461597946,2.7848023000042303,False
rvo,0,9,369,0.12529199999698903,True,0.05109620000439463,742.6979461597946,3.07225419999304,False
rvo,0,9,370,0.12529199999698903,True,0.05109620000439463,742.6979461597946,3.4869846000001417,False
rvo,0,9,371,0.12529199999698903,True,0.05109620000439463,742.6979461597946,3.5179919000001973,False
rvo,0,9,372,0.12529199999698903,True,0.05109620000439463,742.6979461597946,2.9267312999945716,False
rvo,0,9,373,0.12529199999698903,True,0.05109620000439463,742.6979461597946,3.3649766000016825,False
rvo,0,9,374,0.12529199999698903,True,0.05109620000439463,742.6979461597946,3.419038799998816,False
rvo,0,9,375,0.03596619999734685,True,0.01779940000415081,692.7650523179329,0.09138479999819538,True
rvo,0,9,376,0.0726208999985829,True,0.03319970000302419,691.2104341829131,0.17226819999632426,True
rvo,0,9,377,0.06146489999810001,True,0.028788600000552833,692.7642937559712,0.1527507000064361,True
rvo,0,9,378,0.03562719999899855,True,0.01756520000344608,692.7650523179329,0.09087079999881098,True
rvo,0,9,379,0.0638732000006712,True,0.030745099997147918,727.9833832806632,0.16787640000256943,True
rvo,0,9,380,0.06091710000328021,True,0.02959289999853354,692.7720077067357,0.15384849999827566,True
rvo,0,9,381,0.04158869999810122,True,0.01821380000183126,720.7056205080697,0.10292409999965457,True
rvo,0,9,382,0.08557160000054864,False,0.0,802.0035160392863,0.17116160000296077,True
rvo,0,9,383,0.07216280000284314,True,0.030125899997074157,733.9704770065491,0.1775508999999147,True
rvo,0,9,384,0.035785699998086784,True,0.017164600001706276,692.7697532768642,0.0905510000011418,True
