1;0.014;2;2;1;3.091;51.389;158.749;Right;1;
1;0.028;2;2;1;3.097;51.372;158.752;Right;1;
1;0.042;2;2;1;3.106;51.352;158.752;Right;1;
1;0.056;2;2;1;3.116;51.33;158.753;Right;1;
1;0.07;2;2;1;3.13;51.308;158.748;Right;1;
1;0.084;2;2;1;3.145;51.283;158.746;Right;1;
1;0.098;2;2;1;3.163;51.257;158.739;Right;1;
1;0.112;2;2;1;3.182;51.233;158.728;Right;1;
1;0.125;2;2;1;3.204;51.211;158.718;Right;1;
1;0.14;2;2;1;3.223;51.186;158.711;Right;1;
1;0.153;2;2;1;3.247;51.16;158.703;Right;1;
1;0.167;2;2;1;3.308;51.12;158.679;Right;1;
1;0.182;2;2;1;3.348;51.091;158.677;Right;1;
1;0.195;2;2;1;3.402;51.061;158.668;Right;1;
1;0.209;2;2;1;3.46;51.032;158.664;Right;1;
1;0.223;2;2;1;3.533;51.011;158.649;Right;1;
1;0.237;2;2;1;3.608;50.982;158.654;Right;1;
1;0.251;2;2;1;3.695;50.959;158.667;Right;1;
1;0.265;2;2;1;3.789;50.941;158.675;Right;1;
1;0.279;2;2;1;3.894;50.93;158.69;Right;1;
1;0.293;2;2;1;4.012;50.927;158.688;Right;1;
1;0.307;2;2;1;4.138;50.924;158.69;Right;1;
1;0.32;2;2;1;4.283;50.944;158.708;Right;1;
1;0.334;2;2;1;4.442;50.979;158.692;Right;1;
1;0.348;2;2;1;4.628;51.019;158.637;Right;1;
1;0.362;2;2;1;4.806;51.099;158.505;Right;1;
1;0.376;2;2;1;4.977;51.218;158.354;Right;1;
1;0.39;2;2;1;5.151;51.38;158.165;Right;1;
1;0.404;2;2;1;5.325;51.585;157.988;Right;1;
1;0.418;2;2;1;5.504;51.84;157.825;Right;1;
1;0.432;2;2;1;5.679;52.134;157.68;Right;1;
1;0.446;2;2;1;5.85;52.485;157.615;Right;1;
1;0.46;2;2;1;6.04;52.85;157.599;Right;1;
1;0.474;2;2;1;6.236;53.28;157.599;Right;1;
1;0.488;2;2;1;6.408;53.777;157.568;Right;1;
1;0.502;2;2;1;6.564;54.302;157.54;Right;1;
1;0.516;2;2;1;6.731;54.856;157.559;Right;1;
1;0.529;2;2;1;6.897;55.444;157.551;Right;1;
1;0.543;2;2;1;7.079;56.058;157.537;Right;1;
1;0.557;2;2;1;7.279;56.707;157.494;Right;1;
1;0.571;2;2;1;7.471;57.419;157.494;Right;1;
1;0.585;2;2;1;7.667;58.151;157.439;Right;1;
1;0.599;2;2;1;7.875;58.925;157.349;Right;1;
1;0.613;2;2;1;8.077;59.708;157.253;Right;1;
1;0.627;2;2;1;8.301;60.51;157.156;Right;1;
1;0.641;2;2;1;8.525;61.371;157.031;Right;1;
1;0.655;2;2;1;8.752;62.264;156.914;Right;1;
1;0.668;2;2;1;8.994;63.195;156.776;Right;1;
1;0.682;2;2;1;9.245;64.141;156.613;Right;1;
1;0.696;2;2;1;9.494;65.12;156.47;Right;1;
1;0.71;2;2;1;9.738;66.109;156.279;Right;1;
1;0.724;2;2;1;9.982;67.137;156.053;Right;1;
1;0.738;2;2;1;10.225;68.196;155.819;Right;1;
1;0.752;2;2;1;10.448;69.284;155.596;Right;1;
1;0.766;2;2;1;10.66;70.407;155.371;Right;1;
1;0.78;2;2;1;10.86;71.551;155.15;Right;1;
1;0.794;2;2;1;11.036;72.744;154.909;Right;1;
1;0.808;2;2;1;11.179;73.999;154.648;Right;1;
1;0.822;2;2;1;11.289;75.299;154.393;Right;1;
1;0.836;2;2;1;11.383;76.648;154.173;Right;1;
1;0.85;2;2;1;11.473;78.034;153.98;Right;1;
1;0.863;2;2;1;11.545;79.393;153.744;Right;1;
1;0.877;2;2;1;11.583;80.763;153.42;Right;1;
1;0.891;2;2;1;11.599;82.158;153.133;Right;1;
1;0.905;2;2;1;11.616;83.589;152.899;Right;1;
1;0.919;2;2;1;11.64;85.05;152.728;Right;1;
1;0.933;2;2;1;11.708;86.508;152.585;Right;1;
1;0.947;2;2;1;11.793;87.952;152.461;Right;1;
1;0.961;2;2;1;11.887;89.39;152.378;Right;1;
1;0.975;2;2;1;11.984;90.818;152.352;Right;1;
1;0.989;2;2;1;12.154;92.282;152.558;Right;1;
1;1.003;2;2;1;12.41;93.717;152.8;Right;1;
1;1.017;2;2;1;12.633;95.03;152.862;Right;1;
1;1.03;2;2;1;12.921;96.328;153.022;Right;1;
1;1.044;2;2;1;13.202;97.643;153.186;Right;1;
1;1.058;2;2;1;13.472;98.934;153.359;Right;1;
