1;0.014;2;4;1;598.85;-38.588;149.261;Right;2;
1;0.028;2;4;1;598.827;-38.602;149.257;Right;2;
1;0.041;2;4;1;598.806;-38.618;149.257;Right;2;
1;0.056;2;4;1;598.782;-38.638;149.262;Right;2;
1;0.07;2;4;1;598.754;-38.661;149.267;Right;2;
1;0.083;2;4;1;598.726;-38.683;149.267;Right;2;
1;0.097;2;4;1;598.693;-38.716;149.252;Right;2;
1;0.111;2;4;1;598.645;-38.751;149.186;Right;2;
1;0.125;2;4;1;598.63;-38.776;149.186;Right;2;
1;0.139;2;4;1;598.596;-38.792;149.173;Right;2;
1;0.153;2;4;1;598.573;-38.816;149.154;Right;2;
1;0.167;2;4;1;598.545;-38.84;149.128;Right;2;
1;0.181;2;4;1;598.495;-38.855;149.1;Right;2;
1;0.195;2;4;1;598.47;-38.883;149.08;Right;2;
1;0.209;2;4;1;598.44;-38.909;149.063;Right;2;
1;0.222;2;4;1;598.417;-38.945;149.039;Right;2;
1;0.237;2;4;1;598.387;-38.985;149.013;Right;2;
1;0.25;2;4;1;598.34;-39.016;148.991;Right;2;
1;0.265;2;4;1;598.309;-39.062;148.981;Right;2;
1;0.278;2;4;1;598.27;-39.102;148.973;Right;2;
1;0.292;2;4;1;598.217;-39.132;148.957;Right;2;
1;0.306;2;4;1;598.18;-39.17;148.948;Right;2;
1;0.32;2;4;1;598.133;-39.212;148.929;Right;2;
1;0.334;2;4;1;598.085;-39.247;148.924;Right;2;
1;0.348;2;4;1;598.031;-39.283;148.923;Right;2;
1;0.362;2;4;1;597.969;-39.352;148.937;Right;2;
1;0.376;2;4;1;597.895;-39.421;148.959;Right;2;
1;0.39;2;4;1;597.8;-39.504;148.987;Right;2;
1;0.404;2;4;1;597.688;-39.596;148.976;Right;2;
1;0.417;2;4;1;597.542;-39.684;148.998;Right;2;
1;0.431;2;4;1;597.382;-39.819;149.038;Right;2;
1;0.445;2;4;1;597.206;-39.977;149.038;Right;2;
1;0.459;2;4;1;597.017;-40.161;149.018;Right;2;
1;0.474;2;4;1;596.824;-40.388;148.971;Right;2;
1;0.487;2;4;1;596.615;-40.683;148.856;Right;2;
1;0.501;2;4;1;596.416;-41.024;148.719;Right;2;
1;0.515;2;4;1;596.201;-41.405;148.54;Right;2;
1;0.529;2;4;1;596.005;-41.712;148.375;Right;2;
1;0.543;2;4;1;595.809;-42.061;148.237;Right;2;
1;0.557;2;4;1;595.607;-42.444;148.132;Right;2;
1;0.571;2;4;1;595.417;-42.859;148.028;Right;2;
1;0.585;2;4;1;595.209;-43.29;147.941;Right;2;
1;0.598;2;4;1;595;-43.742;147.864;Right;2;
1;0.612;2;4;1;594.789;-44.222;147.816;Right;2;
1;0.626;2;4;1;594.561;-44.734;147.788;Right;2;
1;0.64;2;4;1;594.32;-45.258;147.787;Right;2;
1;0.654;2;4;1;594.08;-45.558;147.8;Right;2;
1;0.668;2;4;1;593.845;-45.862;147.817;Right;2;
1;0.682;2;4;1;593.57;-46.338;147.825;Right;2;
1;0.696;2;4;1;593.281;-46.991;147.804;Right;2;
1;0.71;2;4;1;592.982;-47.665;147.781;Right;2;
1;0.724;2;4;1;592.683;-48.383;147.75;Right;2;
1;0.738;2;4;1;592.353;-49.344;147.735;Right;2;
1;0.751;2;4;1;592.021;-50.353;147.686;Right;2;
1;0.766;2;4;1;591.684;-51.211;147.622;Right;2;
1;0.78;2;4;1;591.37;-52.014;147.542;Right;2;
1;0.794;2;4;1;591.039;-52.845;147.45;Right;2;
1;0.807;2;4;1;590.711;-53.7;147.364;Right;2;
1;0.821;2;4;1;590.381;-54.6;147.286;Right;2;
1;0.835;2;4;1;590.029;-55.524;147.188;Right;2;
1;0.849;2;4;1;589.694;-56.437;147.073;Right;2;
1;0.863;2;4;1;589.343;-57.391;146.967;Right;2;
1;0.877;2;4;1;588.987;-58.371;146.855;Right;2;
1;0.891;2;4;1;588.623;-59.267;146.759;Right;2;
1;0.905;2;4;1;588.246;-60.08;146.654;Right;2;
1;0.919;2;4;1;587.861;-60.967;146.549;Right;2;
1;0.933;2;4;1;587.456;-62.055;146.461;Right;2;
1;0.947;2;4;1;587.049;-63.181;146.333;Right;2;
1;0.96;2;4;1;586.649;-64.332;146.201;Right;2;
1;0.975;2;4;1;586.228;-65.374;146.096;Right;2;
1;0.989;2;4;1;585.804;-66.423;145.973;Right;2;
1;1.002;2;4;1;585.368;-67.59;145.801;Right;2;
1;1.016;2;4;1;584.926;-68.844;145.633;Right;2;
1;1.03;2;4;1;584.453;-70.11;145.484;Right;2;
1;1.045;2;4;1;583.982;-71.418;145.423;Right;2;
1;1.058;2;4;1;583.493;-72.866;145.53;Right;2;
1;1.072;2;4;1;582.997;-74.316;145.995;Right;2;
1;1.086;2;4;1;582.46;-75.729;146.065;Right;2;
1;1.099;2;4;1;581.93;-77.073;145.976;Right;2;
1;1.113;2;4;1;581.366;-78.393;146.211;Right;2;
1;1.128;2;4;1;580.802;-79.75;146.353;Right;2;
1;1.142;2;4;1;580.212;-81.124;146.439;Right;2;
1;1.155;2;4;1;579.623;-82.492;146.383;Right;2;
1;1.17;2;4;1;579.02;-83.759;146.233;Right;2;
1;1.183;2;4;1;578.393;-85.027;146.129;Right;2;
1;1.197;2;4;1;577.708;-86.291;146.103;Right;2;
1;1.211;2;4;1;576.995;-87.606;146.187;Right;2;
1;1.225;2;4;1;576.261;-88.947;146.235;Right;2;
1;1.239;2;4;1;575.527;-90.25;146.232;Right;2;
1;1.253;2;4;1;574.787;-91.46;146.202;Right;2;
1;1.266;2;4;1;574.057;-92.631;146.223;Right;2;
1;1.281;2;4;1;573.305;-93.787;146.151;Right;2;
1;1.295;2;4;1;572.518;-94.924;146.02;Right;2;
1;1.308;2;4;1;571.692;-96.041;145.871;Right;2;
1;1.322;2;4;1;570.87;-97.142;145.822;Right;2;
1;1.337;2;4;1;570.06;-98.243;145.794;Right;2;
