1;0.014;1;2;4;-9.045;0.297;156.44;true;
1;0.035;1;2;4;-9.042;0.301;156.417;true;
1;0.054;1;2;4;-9.041;0.294;156.39;true;
1;0.084;1;2;4;-9.043;0.295;156.393;true;
1;0.098;1;2;4;-9.047;0.293;156.39;true;
1;0.112;1;2;4;-9.054;0.29;156.389;true;
1;0.125;1;2;4;-9.064;0.288;156.39;true;
1;0.14;1;2;4;-9.076;0.284;156.39;true;
1;0.153;1;2;4;-9.092;0.279;156.39;true;
1;0.167;1;2;4;-9.11;0.276;156.389;true;
1;0.181;1;2;4;-9.128;0.276;156.389;true;
1;0.195;1;2;4;-9.145;0.277;156.391;true;
1;0.209;1;2;4;-9.161;0.285;156.399;true;
1;0.223;1;2;4;-9.18;0.304;156.418;true;
1;0.237;1;2;4;-9.201;0.328;156.446;true;
1;0.251;1;2;4;-9.226;0.351;156.478;true;
1;0.265;1;2;4;-9.254;0.375;156.51;true;
1;0.279;1;2;4;-9.297;0.413;156.562;true;
1;0.293;1;2;4;-9.324;0.452;156.599;true;
1;0.306;1;2;4;-9.358;0.483;156.628;true;
1;0.32;1;2;4;-9.387;0.493;156.695;true;
1;0.334;1;2;4;-9.421;0.507;156.737;true;
1;0.349;1;2;4;-9.456;0.502;156.803;true;
1;0.362;1;2;4;-9.486;0.494;156.863;true;
1;0.376;1;2;4;-9.502;0.474;156.909;true;
1;0.39;1;2;4;-9.536;0.45;156.964;true;
1;0.404;1;2;4;-9.572;0.417;157.035;true;
1;0.418;1;2;4;-9.588;0.388;157.1;true;
1;0.432;1;2;4;-9.614;0.354;157.195;true;
1;0.446;1;2;4;-9.645;0.32;157.245;true;
1;0.46;1;2;4;-9.682;0.278;157.32;true;
1;0.473;1;2;4;-9.732;0.25;157.373;true;
1;0.487;1;2;4;-9.765;0.219;157.386;true;
1;0.501;1;2;4;-9.814;0.184;157.408;true;
1;0.515;1;2;4;-9.871;0.15;157.43;true;
1;0.529;1;2;4;-9.909;0.112;157.439;true;
1;0.543;1;2;4;-9.944;0.062;157.452;true;
1;0.557;1;2;4;-9.978;0.012;157.441;true;
1;0.571;1;2;4;-10.017;-0.039;157.442;true;
1;0.585;1;2;4;-10.067;-0.083;157.447;true;
1;0.599;1;2;4;-10.097;-0.135;157.432;true;
1;0.613;1;2;4;-10.139;-0.183;157.416;true;
1;0.627;1;2;4;-10.177;-0.227;157.409;true;
1;0.641;1;2;4;-10.215;-0.281;157.408;true;
1;0.655;1;2;4;-10.238;-0.338;157.386;true;
1;0.668;1;2;4;-10.276;-0.389;157.364;true;
1;0.683;1;2;4;-10.31;-0.434;157.339;true;
1;0.696;1;2;4;-10.348;-0.479;157.331;true;
1;0.71;1;2;4;-10.368;-0.505;157.298;true;
1;0.724;1;2;4;-10.397;-0.544;157.302;true;
1;0.738;1;2;4;-10.431;-0.555;157.309;true;
1;0.752;1;2;4;-10.451;-0.568;157.297;true;
1;0.766;1;2;4;-10.474;-0.57;157.3;true;
1;0.78;1;2;4;-10.51;-0.575;157.34;true;
1;0.794;1;2;4;-10.544;-0.544;157.357;true;
1;0.808;1;2;4;-10.588;-0.486;157.352;true;
1;0.822;1;2;4;-10.599;-0.462;157.324;true;
1;0.836;1;2;4;-10.639;-0.45;157.321;true;
1;0.849;1;2;4;-10.683;-0.45;157.319;true;
1;0.864;1;2;4;-10.711;-0.457;157.311;true;
1;0.877;1;2;4;-10.729;-0.489;157.322;true;
1;0.891;1;2;4;-10.737;-0.52;157.293;true;
1;0.906;1;2;4;-10.783;-0.504;157.302;true;
1;0.919;1;2;4;-10.788;-0.541;157.277;true;
1;0.933;1;2;4;-10.788;-0.574;157.24;true;
1;0.947;1;2;4;-10.759;-0.624;157.184;true;
1;0.961;1;2;4;-10.769;-0.632;157.215;true;
1;0.975;1;2;4;-10.776;-0.646;157.195;true;
1;0.989;1;2;4;-10.759;-0.671;157.197;true;
1;1.003;1;2;4;-10.739;-0.689;157.193;true;
1;1.017;1;2;4;-10.717;-0.707;157.179;true;
1;1.03;1;2;4;-10.694;-0.717;157.163;true;
1;1.044;1;2;4;-10.67;-0.717;157.153;true;
1;1.058;1;2;4;-10.647;-0.698;157.147;true;
1;1.072;1;2;4;-10.623;-0.677;157.137;true;
1;1.086;1;2;4;-10.6;-0.656;157.121;true;
1;1.1;1;2;4;-10.581;-0.633;157.096;true;
1;1.114;1;2;4;-10.535;-0.591;157.017;true;
1;1.128;1;2;4;-10.498;-0.574;156.973;true;
1;1.142;1;2;4;-10.447;-0.563;156.923;true;
1;1.156;1;2;4;-10.401;-0.558;156.919;true;
1;1.17;1;2;4;-10.327;-0.56;156.891;true;
1;1.184;1;2;4;-10.248;-0.569;156.836;true;
1;1.198;1;2;4;-10.176;-0.578;156.755;true;
1;1.212;1;2;4;-10.109;-0.585;156.664;true;
1;1.225;1;2;4;-10.018;-0.585;156.554;true;
1;1.24;1;2;4;-9.919;-0.604;156.449;true;
1;1.253;1;2;4;-9.812;-0.624;156.372;true;
1;1.267;1;2;4;-9.688;-0.662;156.321;true;
1;1.281;1;2;4;-9.559;-0.688;156.273;true;
1;1.295;1;2;4;-9.397;-0.718;156.173;true;
1;1.309;1;2;4;-9.226;-0.741;156.063;true;
1;1.323;1;2;4;-9.054;-0.778;155.968;true;
1;1.337;1;2;4;-8.866;-0.824;155.884;true;
1;1.351;1;2;4;-8.683;-0.874;155.825;true;
1;1.365;1;2;4;-8.493;-0.907;155.765;true;
1;1.379;1;2;4;-8.306;-0.946;155.734;true;
1;1.392;1;2;4;-8.12;-0.972;155.706;true;
1;1.406;1;2;4;-7.913;-0.991;155.677;true;
1;1.421;1;2;4;-7.728;-0.997;155.648;true;
1;1.434;1;2;4;-7.556;-1.003;155.612;true;
1;1.448;1;2;4;-7.366;-1.006;155.592;true;
1;1.462;1;2;4;-7.172;-0.995;155.554;true;
1;1.476;1;2;4;-6.965;-0.985;155.559;true;
1;1.49;1;2;4;-6.759;-0.975;155.578;true;
1;1.504;1;2;4;-6.541;-0.949;155.588;true;
1;1.518;1;2;4;-6.318;-0.929;155.582;true;
1;1.532;1;2;4;-6.101;-0.883;155.576;true;
1;1.546;1;2;4;-5.881;-0.823;155.584;true;
1;1.56;1;2;4;-5.648;-0.754;155.604;true;
1;1.573;1;2;4;-5.41;-0.66;155.625;true;
1;1.587;1;2;4;-5.189;-0.536;155.671;true;
1;1.602;1;2;4;-4.953;-0.38;155.677;true;
1;1.615;1;2;4;-4.719;-0.23;155.69;true;
1;1.629;1;2;4;-4.469;-0.058;155.685;true;
1;1.643;1;2;4;-4.207;0.098;155.685;true;
1;1.657;1;2;4;-3.955;0.253;155.688;true;
1;1.671;1;2;4;-3.695;0.411;155.671;true;
