1;0.014;1;1;1;-7.358;-2.302;150.74;true;
1;0.035;1;1;1;-7.384;-2.203;150.745;true;
1;0.053;1;1;1;-7.434;-2.004;150.734;true;
1;0.082;1;1;1;-7.489;-1.817;150.73;true;
1;0.097;1;1;1;-7.511;-1.717;150.73;true;
1;0.112;1;1;1;-7.519;-1.652;150.738;true;
1;0.125;1;1;1;-7.526;-1.586;150.728;true;
1;0.139;1;1;1;-7.543;-1.537;150.749;true;
1;0.153;1;1;1;-7.552;-1.487;150.755;true;
1;0.167;1;1;1;-7.557;-1.444;150.749;true;
1;0.181;1;1;1;-7.562;-1.407;150.754;true;
1;0.195;1;1;1;-7.57;-1.367;150.762;true;
1;0.209;1;1;1;-7.569;-1.317;150.767;true;
1;0.223;1;1;1;-7.561;-1.287;150.767;true;
1;0.236;1;1;1;-7.557;-1.251;150.774;true;
1;0.251;1;1;1;-7.555;-1.2;150.789;true;
1;0.264;1;1;1;-7.548;-1.147;150.805;true;
1;0.278;1;1;1;-7.528;-1.1;150.813;true;
1;0.292;1;1;1;-7.497;-1.052;150.833;true;
1;0.306;1;1;1;-7.46;-1.026;150.861;true;
1;0.32;1;1;1;-7.418;-1.005;150.91;true;
1;0.334;1;1;1;-7.353;-0.982;150.984;true;
1;0.348;1;1;1;-7.3;-0.951;151.073;true;
1;0.362;1;1;1;-7.227;-0.934;151.081;true;
1;0.376;1;1;1;-7.145;-0.915;151.065;true;
1;0.39;1;1;1;-7.064;-0.907;151.086;true;
1;0.404;1;1;1;-6.968;-0.89;151.093;true;
1;0.418;1;1;1;-6.853;-0.886;151.074;true;
1;0.432;1;1;1;-6.721;-0.884;151.021;true;
1;0.446;1;1;1;-6.578;-0.893;150.928;true;
1;0.459;1;1;1;-6.42;-0.901;150.79;true;
1;0.473;1;1;1;-6.249;-0.921;150.667;true;
1;0.487;1;1;1;-6.074;-0.923;150.634;true;
1;0.501;1;1;1;-5.88;-0.919;150.578;true;
1;0.515;1;1;1;-5.662;-0.921;150.47;true;
1;0.529;1;1;1;-5.452;-0.92;150.348;true;
1;0.543;1;1;1;-5.233;-0.888;150.196;true;
1;0.557;1;1;1;-4.976;-0.846;149.974;true;
1;0.571;1;1;1;-4.691;-0.797;149.725;true;
1;0.584;1;1;1;-4.391;-0.723;149.569;true;
1;0.599;1;1;1;-4.085;-0.62;149.609;true;
1;0.612;1;1;1;-3.754;-0.491;149.656;true;
1;0.626;1;1;1;-3.404;-0.368;149.725;true;
1;0.64;1;1;1;-3.058;-0.227;149.804;true;
1;0.654;1;1;1;-2.682;-0.077;149.832;true;
1;0.668;1;1;1;-2.295;0.084;149.91;true;
1;0.682;1;1;1;-1.89;0.255;150.004;true;
1;0.696;1;1;1;-1.461;0.435;150.061;true;
1;0.71;1;1;1;-1.005;0.622;150.027;true;
1;0.724;1;1;1;-0.509;0.82;150.006;true;
1;0.738;1;1;1;-0.021;1.043;149.974;true;
1;0.752;1;1;1;0.515;1.266;149.918;true;
1;0.765;1;1;1;1.061;1.509;149.865;true;
1;0.779;1;1;1;1.608;1.75;149.834;true;
1;0.794;1;1;1;2.165;2.002;149.787;true;
1;0.807;1;1;1;2.733;2.258;149.704;true;
1;0.821;1;1;1;3.3;2.528;149.645;true;
1;0.835;1;1;1;3.888;2.829;149.633;true;
1;0.849;1;1;1;4.479;3.167;149.612;true;
1;0.863;1;1;1;5.098;3.488;149.552;true;
1;0.877;1;1;1;5.72;3.811;149.47;true;
1;0.892;1;1;1;6.328;4.139;149.386;true;
1;0.905;1;1;1;6.942;4.48;149.319;true;
1;0.919;1;1;1;7.563;4.842;149.256;true;
1;0.933;1;1;1;8.208;5.191;149.194;true;
1;0.947;1;1;1;8.844;5.543;149.141;true;
1;0.961;1;1;1;9.489;5.898;149.025;true;
1;0.975;1;1;1;10.118;6.276;148.89;true;
1;0.988;1;1;1;10.756;6.649;148.779;true;
1;1.002;1;1;1;11.392;7.028;148.709;true;
1;1.016;1;1;1;12.014;7.412;148.805;true;
1;1.03;1;1;1;12.643;7.802;148.908;true;
1;1.044;1;1;1;13.34;8.177;148.848;true;
1;1.058;1;1;1;13.965;8.54;149.015;true;
1;1.072;1;1;1;14.608;8.925;149.294;true;
